subscriptionYear,country,institution,agreementType,validity,state,dreLink,subscriptionLevel,agreementLink,languages,Props,internationalLink
2009,Internacional,Organización de las Naciones Unidas (ONU) - Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR),Cooperación académica - Subvención,diciembre - 2009,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2009_ACNUR2.pdf,Facultad de Ciencias Humanas,,,"Investigación en ciencias sociales, naturales, ingeniería, y humanidades
Innovación en áreas como biotecnología, ingeniería, y desarrollo regional
Desarrollo de programas de formación profesional y técnica adaptados a las necesidades locales
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio regional a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2016,México,Universidad Autónoma Agraria Antonio Narro,Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016__Universidad_Autonoma_Agraria_Antonio_Narro.pdf,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, naturales, ingeniería y humanidades
Innovación en áreas como astronomía, medio ambiente y desarrollo regional
Desarrollo de programas de formación profesional y técnica adaptados a las necesidades locales
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio regional a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://www.uaaan.edu.mx/
2018,México,Universidad Autónoma de Chiapas,Intercambio,abril - 2023,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2018_UNIVERSIDAD_AUTONOMA_DE_CHIAPAS_ESPECIFICO_01.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=1889&cHash=512f2235d438512c621b482b138c6f2e&pointer=14&listtype=1,Español,"Investigación en ingeniería, tecnología de la información, aeroespacial, y ciencias naturales
Innovación en áreas como inteligencia artificial, ingeniería aeroespacial y tecnología avanzada
Desarrollo de programas de formación profesional y técnica en campos de alta tecnología
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad académica global y en proyectos internacionales
Fomento de la cultura y el arte a través de actividades académicas y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y tecnológicos
Participación en exposiciones culturales y eventos artísticos relacionados con la tecnología
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://www.sari.unach.mx/index.php/intercambio#formatos-para-intercambio-de-alumnos-internacionales
2019,México,Universidad Autónoma del Estado de Morelos (UAEM),Intercambio,marzo - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Especifico_Universidad_Autonoma_del_Estado_de_Morelos_03.pdf,Universidad Nacional de Colombia,,Español,"Investigación en estudios latinoamericanos, relaciones internacionales, y ciencias sociales
Innovación en análisis de tendencias sociales y políticas en América Latina
Desarrollo de programas de formación y conferencias sobre temas latinoamericanos
Colaboraciones nacionales e internacionales en investigación sobre América Latina
Participación activa en la comunidad académica global y en el fomento de la cooperación internacional
Fomento de la cultura y el arte latinoamericano a través de investigaciones y eventos académicos
Integración de aspectos culturales y sociales latinoamericanos en el currículo académico
Desarrollo de proyectos culturales y artísticos en colaboración con comunidades latinoamericanas
Educación integral que aborda temas culturales, sociales y políticos de América Latina
Participación en exposiciones y eventos culturales sobre América Latina
Colaboración con instituciones culturales y educativas para proyectos sobre América Latina
Promoción de la identidad cultural y el patrimonio latinoamericano a través de la investigación
Iniciativas en sostenibilidad y desarrollo comunitario con un enfoque en América Latina",https://www.uaem.mx/vida-universitaria/convocatorias/programa-institucional-de-movilidad-e-intercambio-estudiantil-nacional-e-internacional
2019,México,Universidad de Colima,Marco+Intercambio,mayo - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/U_de_Colims.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=1807&cHash=dd87624ab5072d218a836c4e16e6958b&pointer=34&listtype=1,Español,,https://www.ucol.mx/relaciones-internacionales/
2019,México,Universidad de Guadalajara,Marco+Intercambio,julio - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_Universidad__de_Guadalajara.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2270&cHash=29d12f2a0fedd7101754d39c04ef0bb5&listtype=1&cvc%5Bbuscar%5D=Universidad%20de%20Guadalajara&cvc%5Bsword%5D=Universidad%20de%20Guadalajara,Español,,http://www.cgci.udg.mx/
2019,México,Universidad de Guadalajara,Intercambio,julio - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_Universidad_de_Guadalajara_Especifico.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2270&cHash=29d12f2a0fedd7101754d39c04ef0bb5&listtype=1&cvc%5Bbuscar%5D=Universidad%20de%20Guadalajara&cvc%5Bsword%5D=Universidad%20de%20Guadalajara,Español,"Investigación y desarrollo en asistencia técnica y apoyo académico en educación superior
Innovación en métodos de enseñanza, tecnología educativa y programas de formación
Desarrollo de programas de capacitación técnica y profesional adaptados a las necesidades locales
Colaboraciones nacionales e internacionales en proyectos educativos y de asistencia técnica
Participación activa en la comunidad educativa local y regional
Fomento de la cultura y el arte a través de actividades académicas, eventos y exposiciones
Integración de aspectos culturales y sociales en los programas de asistencia técnica y formación
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad educativa
Educación integral que aborda temas culturales, sociales y técnicos
Participación en eventos educativos y culturales locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de asistencia técnica
Promoción de la identidad cultural y el patrimonio a través de la educación y la formación técnica
Iniciativas en sostenibilidad y desarrollo comunitario a través de programas educativos",http://www.cgci.udg.mx/
2018,México,Universidad de Guanajuato,Intercambio,enero - 2023,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_UNIVERSIDAD_DE_GUANAJUATO_2018__2_.pdf,Universidad Nacional de Colombia,,Español,"Investigación en temas ambientales, desarrollo sostenible y políticas de medio ambiente
Innovación en soluciones para la protección ambiental y el manejo de recursos naturales
Desarrollo de programas educativos y de sensibilización sobre temas ambientales
Colaboraciones nacionales e internacionales en proyectos de conservación y sostenibilidad
Participación activa en la comunidad local y regional en la promoción de prácticas sostenibles
Fomento de la cultura ambiental a través de actividades educativas, exposiciones y eventos
Integración de aspectos culturales y sociales en los programas de educación ambiental
Desarrollo de proyectos artísticos y creativos relacionados con la naturaleza y el medio ambiente
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos relacionados con la sostenibilidad y el medio ambiente
Colaboración con instituciones culturales y educativas para proyectos de conservación y sensibilización
Promoción de la identidad cultural y el patrimonio a través de la protección del medio ambiente
Iniciativas en sostenibilidad y desarrollo comunitario con un enfoque en la preservación ambiental",https://www.ugto.mx/internacional/index.php/departamento-de-movilidad/estudiantes-ug/intercambio-semestral
2016,México,Universidad de Sonora,Marco+Intercambio,diciembre - 2026,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016_Universidad_de_Sonora.pdf,Universidad Nacional de Colombia,,Español,,http://www.movilidad.uson.mx/
2019,México,Universidad del Medio Ambiente,Marco+Intercambio,octubre - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Universidad_del_Medio_Ambiente.pdf,Universidad Nacional de Colombia,,Español,,https://umamexico.com/
2016,México,Universidad Michoacana de San Nicolas de hidalgo,Marco+Intercambio,julio - 2026,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016_Universidad_Michoacana_de_San_Nicolas_de_Hidalgo.pdf,Universidad Nacional de Colombia,,Español,"Investigación interdisciplinaria en ciencias sociales y naturales
Innovación en tecnología y estudios aplicados
Fuerte enfoque en ciencias sociales y humanidades
Colaboraciones internacionales y nacionales
Programas de investigación avanzada
Desarrollo de soluciones para problemas sociales y tecnológicos
Participación activa en la comunidad local
Fomento de la cultura y el arte a través de proyectos académicos
Integración de aspectos culturales en los estudios académicos
Desarrollo de iniciativas culturales y eventos comunitarios
Educación integral que incluye aspectos culturales y sociales
Participación en exposiciones y actividades artísticas
Colaboración con instituciones culturales para proyectos interdisciplinarios",https://internacional.ugr.es/pages/movilidad/estudiantes/salientes/prog_propio/michoacana
2016,México,Universidad Politécnica de Pachuca,Marco+Intercambio,agosto - 2026,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016_Universidad_Politecnica_de_Pachuca.pdf,Universidad Nacional de Colombia,,Español,"Educación a distancia y flexible
Investigación en educación y tecnologías de la información
Enfoque en la accesibilidad y la inclusión educativa
Innovación en métodos de enseñanza y aprendizaje a distancia
Colaboraciones con instituciones académicas y de investigación
Desarrollo de programas de formación continua
Participación en proyectos internacionales de educación
Fomento del aprendizaje autodirigido y la autoformación
Desarrollo de iniciativas culturales y comunitarias en línea
Integración de aspectos culturales en la educación a distancia
Promoción de la expresión artística a través de plataformas digitales
Colaboración con organizaciones culturales para eventos virtuales
Educación integral que aborda temas culturales y sociales en contextos virtuales",http://www.upp.edu.mx/internacionalizacion/
2016,México,Universidad Popular Autónoma del Estado de Puebla Sociedad Civil (UPAEPAC),Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016__Universidad_Popular_Autonoma_del_Estado_de_Puebla_Asociacion_Civil.pdf,Universidad Nacional de Colombia,,Español,"Investigación interdisciplinaria en humanidades y ciencias sociales
Fuerte enfoque en ciencias naturales y exactas
Colaboraciones académicas internacionales
Innovación en estudios sobre políticas públicas y sociales
Promoción de la igualdad y diversidad
Desarrollo de programas de investigación avanzada
Participación activa en el debate público y cultural
Fomento de la expresión artística y creativa
Colaboración con instituciones culturales locales para eventos y exposiciones
Desarrollo de proyectos comunitarios en el ámbito académico y social
Educación integral que aborda temas culturales y sociales
Participación en actividades culturales y eventos internacionales",https://www.upaep.mx/internacional
2014,México,Universidad Politécnica de Aguascalientes,Marco+Intercambio,agosto - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2014_Universidad_Politecnica_de_Aguascalientes.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2196&cHash=31977074fd3e4ad8fcae615339bb28e5&pointer=4,Español,"Investigación y desarrollo en innovación tecnológica y soluciones creativas
Innovación en áreas como tecnología, startups, y emprendimiento
Desarrollo de programas educativos y capacitaciones en tecnología y emprendimiento
Colaboraciones nacionales e internacionales en proyectos de innovación y tecnología
Participación activa en la comunidad de startups y emprendedores
Fomento de la cultura de innovación a través de eventos, exposiciones y actividades tecnológicas
Integración de aspectos culturales y sociales en los proyectos de innovación y emprendimiento
Desarrollo de proyectos artísticos y creativos que exploran la intersección entre tecnología y arte
Educación integral que aborda temas culturales, sociales y tecnológicos
Participación en eventos y exposiciones sobre tecnología, innovación y creatividad
Colaboración con instituciones culturales y educativas para proyectos de tecnología y emprendimiento
Promoción de la identidad cultural y el patrimonio a través de la innovación y la tecnología
Iniciativas en sostenibilidad y desarrollo comunitario a través de proyectos innovadores",https://www.upa.edu.mx/
2017,México,Instituto Potosino de Investigación Científica,Cooperación académica,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2017_INSTITUTO_POTOSINO_DE_INVESTIGACION_CIENTIFICA_Y_TECNOLOGICA_ESPECIFICO.pdf,Facultad de Ciencias Humanas,,Español,"Investigación y promoción del deporte y la actividad física en Colombia
Innovación en programas de entrenamiento, eventos deportivos y gestión de instalaciones
Desarrollo de programas educativos y de formación en deportes y salud física
Colaboraciones nacionales e internacionales en eventos deportivos y proyectos de desarrollo
Participación activa en la comunidad para fomentar la práctica deportiva y el bienestar
Fomento de la cultura deportiva a través de eventos, competiciones y actividades recreativas
Integración de aspectos culturales y sociales en la promoción del deporte y la actividad física
Desarrollo de proyectos artísticos y creativos relacionados con el deporte y la cultura física
Educación integral que aborda temas culturales, sociales y deportivos
Participación en eventos y exposiciones deportivas y culturales
Colaboración con instituciones educativas y culturales para proyectos de desarrollo deportivo y social
Promoción de la identidad cultural y el patrimonio a través del deporte y la actividad física
Iniciativas en sostenibilidad y desarrollo comunitario a través de la promoción del deporte y la salud",
2010,Internacional,Organización de las Naciones Unidas (ONU) - Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR),Cooperación académica - Subvención,diciembre - 2010,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2010_ACNUR_Acuerdo_116_000_Y_001.pdf,Facultad de Ciencias Humanas,,,,
2017,México,Centro Cáritas de Formación para la Atención de las Farmacodependencias y Situaciones Críticas Asociadas A.C. (CAFAC),Prácticas y pasantías,noviembre - 2022,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2017_CENTRO_CARITAS_DE_FORMACION_PARA_LA_ATENCION_DE_LAS_FARMACO-DEPENDENCIAS_Y_SITUACIONES_CRITICAS_ASOCIADAS_ESPECIFICO.pdf,Facultad de Ciencias Humanas,,Español,,
2017,Multilateral,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - Agencia Suiza para el Desarrollo y la Cooperación (COSUDE),Prácticas y pasantías,junio - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/FIRMADO_10.06.2021_3A_Otrosi___No.4_al_Convenio_981-2013__U._NACIONAL_-_URT__Firmado_final.pdf,Facultad de Ciencias Humanas,,Español,,
2018,México,Universidad Nacional Autónoma de México (UNAM),Cooperación académica,febrero - 2019,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2018_UNIVERSIDAD_NACIONAL_AUTONOMA_DE_MEXICO_MARCO_01.pdf,Universidad Nacional de Colombia,,Español,,
2018,México,Universidad Veracruzana (UV),Coedición,diciembre - 2022,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2018_Universidad_Veracruzana_Coedicion.pdf,Departamento de Lenguas Extranjeras,,Español,"Investigación y promoción de los derechos humanos, justicia social y reformas legales
Innovación en prácticas jurídicas y políticas para la equidad y la justicia
Desarrollo de programas educativos y talleres en derechos humanos, justicia social y derecho
Colaboraciones nacionales e internacionales en proyectos de justicia y derechos humanos
Participación activa en la comunidad local y global para la promoción de la justicia y los derechos
Fomento de la cultura de justicia a través de eventos, conferencias y actividades académicas
Integración de aspectos culturales y sociales en el estudio y la práctica de la justicia
Desarrollo de proyectos artísticos y creativos que abordan temas de derechos humanos y justicia
Educación integral que aborda temas culturales, sociales y jurídicos
Participación en exposiciones y eventos sobre derechos humanos y justicia social
Colaboración con instituciones culturales y educativas para proyectos de justicia y derechos humanos
Promoción de la identidad cultural y el patrimonio a través de la justicia y los derechos humanos
Iniciativas en desarrollo comunitario centradas en la justicia social y los derechos humanos",
2019,Nicaragua,Universidad Nacional de Ingeniería (Nicaragua),Marco+Intercambio,julio - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Universidad_Nacional_de_Ingenieria_-_Nicaragua.pdf,Universidad Nacional de Colombia,,Español,"Investigación en estudios iberoamericanos y cultura
Preservación y documentación de patrimonio cultural iberoamericano
Desarrollo de proyectos interdisciplinarios en humanidades
Colaboraciones internacionales en investigación cultural
Fomento de la educación sobre historia y cultura iberoamericana
Participación en iniciativas académicas y culturales globales
Desarrollo de exposiciones y eventos culturales sobre Iberoamérica
Integración de aspectos culturales en programas educativos y de investigación
Colaboración con comunidades académicas y culturales locales e internacionales
Fomento de la expresión artística y creatividad a través de proyectos y exposiciones
Educación y divulgación sobre patrimonio cultural iberoamericano",https://www.uni.edu.ni/#/
2020,Noruega,Universitetet i Bergen,Intercambio,octubre - 2025,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Acuerdo_con_dos_firmas.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2012&cHash=a58722a89872d8ba8410d4375ed30c4f&pointer=16,Noruego Inglés,"Investigación en estudios iberoamericanos y cultura
Preservación y documentación del patrimonio cultural iberoamericano
Desarrollo de proyectos interdisciplinarios en humanidades
Colaboraciones internacionales en investigación cultural
Fomento de la educación sobre historia y cultura iberoamericana
Participación en iniciativas académicas y culturales globales
Desarrollo de exposiciones y eventos culturales sobre Iberoamérica
Integración de aspectos culturales en programas educativos y de investigación
Colaboración con comunidades académicas y culturales locales e internacionales
Fomento de la expresión artística y creatividad a través de proyectos y exposiciones
Educación y divulgación sobre patrimonio cultural iberoamericano
Participación en redes internacionales de investigación y conservación cultural",https://www.uib.no/en/international
2016,Noruega,Universitetet i Oslo,Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016_Universitetet_I_Oslo.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2200&cHash=5fe150acc4e7f7a25cc8ea3960ff5e1b&pointer=3,Noruego Inglés,,https://www.uio.no/english/studies/admission/exchange/
2013,México,Universidad Veracruzana (UV),Cooperación académica,mayo - 2018,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2013_Universidad_Veracruzana.pdf,Departamento de Lenguas Extranjeras,,Español,"Investigación en ciencias naturales, sociales y medicina
Innovación en tecnología de materiales y química
Colaboraciones internacionales y con la industria
Desarrollo de soluciones interdisciplinarias y tecnológicas
Participación activa en la comunidad local
Fomento de la cultura y el arte a través de proyectos académicos
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Colaboración con instituciones culturales para eventos y exposiciones
Fomento del diálogo interdisciplinario y la cooperación entre diferentes campos del conocimiento",
2015,Multilateral,Pontificia Universidad Católica del Perú Facultad Latinoamericana de Ciencias Sociales FLACSO Ecuador Centre National de la Recherche Scientifique Université Paris Ouest nanterre La Défense Ministere des Affaires Etrangeres Colege de France EHESS,Cooperación académica,marzo - 2020,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2015_Groupement_de_Recherche_International.pdf,Universidad Nacional de Colombia,,,"Investigación en ciencias sociales, humanas, naturales y tecnología
Innovación en educación, salud, ingeniería y desarrollo social
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2017,Perú,Universidad Nacional Agraria La Molina,Marco+Intercambio,octubre - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Otrosi414.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=1799&cHash=e56fa7695847d71b73086dbe9f9ba5c1&pointer=36&listtype=1,Español,"Investigación y promoción de la lengua francesa y la cultura francófona en las Américas
Innovación en programas educativos y culturales para la comunidad francófona
Desarrollo de programas de formación en lengua francesa y cultura
Colaboraciones nacionales e internacionales para fortalecer la francofonía y la cooperación cultural
Participación activa en la comunidad francófona local y en la promoción de la cultura francófona
Fomento de la cultura y el arte francófono a través de actividades académicas, exposiciones y eventos
Integración de aspectos culturales y sociales francófonos en el currículo académico y en programas educativos
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad francófona
Educación integral que aborda temas culturales, sociales y ambientales desde una perspectiva francófona
Participación en exposiciones culturales y eventos artísticos relacionados con la francofonía
Colaboración con instituciones culturales para proyectos educativos y de investigación en el ámbito de la francofonía
Promoción de la identidad cultural y el patrimonio francófono a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario con un enfoque en la cultura francófona",https://internacional.umh.es/incoming/
2019,Multilateral,RedEmprendia Universidad Nacional Autónoma de México - UNAM y Universidad Nacional de Colombia,Proyecto de investigación,octubre - 2019,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_RedEmprendia.pdf,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, naturales, ingeniería y salud
Innovación en biomedicina, tecnología, agricultura y sostenibilidad
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Programas de extensión y servicio comunitario que involucran a la universidad en proyectos locales y regionales",
2017,Perú,Universidad Nacional Federico Villarreal,Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_UNIVERSIDAD_NACIONAL_FEDERICO_VILLAREAL_2017.pdf,Universidad Nacional de Colombia,,Español,,http://web2.unfv.edu.pe/sitio/
2019,Perú,Universidad Nacional Mayor de San Marcos (UNMSM),Marco+Intercambio,abril - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/UNMSM.pdf,Universidad Nacional de Colombia,,Español,,https://cooperacion.unmsm.edu.pe/Movilidad-Entrantes.html
2019,Perú,Universidad Privada del Norte,Marco+Intercambio,julio - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_Universidad_Privada_del_Norte.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/convocatorias.html?cvc%5BshowUid%5D=2671&cHash=525767860d5bfd73dc5ca010bb8a0501&pointer=2,Español,,https://www.upn.edu.pe/experiencia-internacional
2018,Polonia,Jagiellonian University in Krakow,Marco+Intercambio,febrero - 2023,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/2018_Jagiellonian_University_in_Krakow.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2302&cHash=a8648318b2a9d888df34655976727477&pointer=1,Inglés Polaco,"Investigación en ciencias sociales, naturales, ingeniería y salud
Innovación en biomedicina, tecnología, agricultura y sostenibilidad
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Programas de extensión y servicio comunitario que involucran a la universidad en proyectos locales y regionales",https://en.uj.edu.pl/en_GB/studying/student-mobility
2012,Multilateral,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - Agencia Suiza para el Desarrollo y la Cooperación (COSUDE),Cooperación académica - Subvención,febrero - 2014,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2012_AGENCIA_SUIZA_PARA_EL_DESARROLLO_Y_LA_COOPERACION_COSUDE_UNIDAD_ADMINISTRATIVA_ESPECIAL_DE_GESTION_DE_RESTITUCION_DE_TIERRAS_DESPOJADAS_DE_LA_REPUBLICA_DE_COLOMBIA.pdf,Universidad Nacional de Colombia,,Español,,
2015,Portugal,Universidade Católica Portuguesa,Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2015_Universidade_Catolica_Portuguesa.pdf,Universidad Nacional de Colombia,,Portugués,,https://www.ucp.pt/international/study-catolica/mobility-students-incoming/exchange-programmes-0
2018,Reino Unido,British Council / Consejo británico,Prácticas y pasantías,septiembre - 2023,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CN_2018_BRITISH_COUNCIL_COLOMBIA_ESPECIFICO.pdf,Facultad de Ciencias Humanas,,,"Investigación en ciencias sociales, naturales, ingeniería y salud
Innovación en biomedicina, tecnología, agricultura y sostenibilidad
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos culturales
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Programas de extensión y servicio comunitario que involucran a la universidad en proyectos locales y regionales",
2012,Multilateral,Unión Europea - Programa Alfa III - Proyecto MISEAL,Cooperación académica - Subvención,diciembre - 2014,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2012_Alfa_III_Programme_MISEAL.pdf,Escuela de Estudios de Género,,,"Investigación en medicina, ciencias de la salud y biomedicina
Innovación en áreas como investigación clínica, salud pública y biotecnología
Desarrollo de programas de formación y capacitación en medicina y ciencias de la salud
Colaboraciones nacionales e internacionales en investigación médica y educativa
Participación activa en la comunidad médica y en la promoción de la salud pública
Fomento de la cultura médica y científica a través de actividades académicas, conferencias y eventos
Integración de aspectos culturales y sociales en el currículo médico y en la formación profesional
Desarrollo de proyectos artísticos y creativos relacionados con la medicina y la salud
Educación integral que aborda temas culturales, sociales y de salud
Participación en exposiciones y eventos científicos y culturales
Colaboración con instituciones culturales para proyectos educativos y de investigación médica
Promoción de la identidad cultural y el patrimonio médico a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario en el ámbito de la salud",
